Compound,Compound CID,Compound SID,Compound formula,Compound CAS,Compound smiles
Erythromycin C,83933,,,C36H65NO13,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)O)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
"(13R)-Hydroxy-(14S,15S)-Epoxy-(5Z,8Z,11Z)-Eicosatrienoate",71728436,,,C20H31O4-,CCCCC[C@H]1[C@@H](O1)[C@@H](/C=C\C/C=C\C/C=C\CCCC(=O)[O-])O
"(13S)-Hydroxy-(14S,15S)-Epoxy-(5Z,8Z,11Z)-Eicosatrienoate",129626618,,,C20H31O4-,CCCCC[C@H]1[C@@H](O1)[C@H](/C=C\C/C=C\C/C=C\CCCC(=O)[O-])O
"5,6-Epoxy-(8Z,11Z,14Z)-Eicosatrienoate",119058158,,,C20H31O3-,CCCCC/C=C\C/C=C\C/C=C\CC1C(O1)CCCC(=O)[O-]
Hydroxyalbendazole,131841459,,,C12H15N3O3S,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SCCCO
20-Hydroxy Prostaglandin E1,6443810,,,C20H34O6,C1[C@H]([C@@H]([C@H](C1=O)CCCCCCC(=O)O)/C=C/[C@H](CCCCCO)O)O
"16(R)-Hydroxy-(5Z,8Z,11Z,14Z)-Eicosatetraenoate",40469838,,,C20H31O3-,CCCC[C@H](/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])O
"16(S)-Hydroxy-(5Z,8Z,11Z,14Z)-Eicosatetraenoate",25320820,,,C20H31O3-,CCCC[C@@H](/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])O
13-Hydroxy-Alpha-Tocopherol,53481465,,,C29H50O3,CC1=C(C2=C(CC[C@@](O2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)CO)C(=C1O)C)C
"22-Hydroxy-(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoate",72715841,,,C22H31O3-,C(CC(=O)[O-])/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCO
"20-Hydroxy-(5Z,8Z,11Z)-Eicosatrienoate",119058183,,,C20H33O3-,C(CCCCO)CCC/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
"18-Hydroxy-(9R,10S)-Epoxy-Octadecanoate",25203078,,,C18H33O4-,C(CCCCO)CCC[C@H]1[C@H](O1)CCCCCCCC(=O)[O-]
"18-Hydroxy-(9S,10R)-Epoxy-Octadecanoate",129626650,,,C18H33O4-,C(CCCCO)CCC[C@@H]1[C@@H](O1)CCCCCCCC(=O)[O-]
"18-Hydroxy-12,13-Epoxy-(9Z)-Octadecenoate",129626656,,,C18H31O4-,C(CCC/C=C\CC1C(O1)CCCCCO)CCCC(=O)[O-]
"12,20-Dihydroxy-(5Z,8Z,10E,14Z)-Eicosatetraenoate",102571789,,,C20H31O4-,C(CC/C=C\CC(/C=C/C=C\C/C=C\CCCC(=O)[O-])O)CCO
"12,18-Dihydroxyoctadecanoate",118796921,,,C18H35O4-,C(CCCCCC(=O)[O-])CCCCC(CCCCCCO)O
Docosanedioate,22173968,,,C22H40O4-2,C(CCCCCCCCCCC(=O)[O-])CCCCCCCCCC(=O)[O-]
Hexacosanedioate,20482293,,,C26H48O4-2,C(CCCCCCCCCCCCC(=O)[O-])CCCCCCCCCCCC(=O)[O-]
"3,16-Dihydroxyhexadecanoate",56927873,,,C16H31O4-,C(CCCCCCC(CC(=O)[O-])O)CCCCCCO
"3,18-Dihydroxyoctadecanoate",72551561,,,C18H35O4-,C(CCCCCCCC(CC(=O)[O-])O)CCCCCCCO
"18-Hydroxy-9,10-Epoxy-(12Z)-Octadecenoate",129626653,,,C18H31O4-,C(CCCC1C(O1)C/C=C\CCCCCO)CCCC(=O)[O-]
13-Hydroxy-Gamma-Tocopherol,90659907,,,C28H48O3,CC1=C(C=C2CC[C@@](OC2=C1C)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)CO)O
Omega-Hydroxymenaquinone-4,16725935,,,C31H40O3,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CO
Omega-Hydroxyphylloquinone,86289501,,,C31H46O3,CC1=C(C(=O)C2=CC=CC=C2C1=O)C/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)CO
24-Hydroxytetracosanoate,26120008,,,C24H47O3-,C(CCCCCCCCCCCC(=O)[O-])CCCCCCCCCCCO
(2S)-2-Hydroxynaringenin,86311108,,,C15H12O6,C1C(=O)C2=C(C=C(C=C2O[C@@]1(C3=CC=C(C=C3)O)O)O)O
Licodione,439528,,,C15H12O5,C1=CC(=CC=C1C(=O)CC(=O)C2=C(C=C(C=C2)O)O)O
16-Hydroxytabersonine,443326,,,C21H24N2O3,CC[C@]12CC(=C3[C@@]4([C@H]1N(CC4)CC=C2)C5=C(N3)C=C(C=C5)O)C(=O)OC
"20-Hydroxy-(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoate",122391352,,,C22H33O3-,CCC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-])O
"10,11-Epoxy-(4Z,7Z,13Z,16Z,19Z)-Docosapentaenoate",122391344,,,C22H31O3-,CC/C=C\C/C=C\C/C=C\CC1C(O1)C/C=C\C/C=C\CCC(=O)[O-]
"13,14-Epoxy-(4Z,7Z,10Z,16Z,19Z)-Docosapentaenoate",122391343,,,C22H31O3-,CC/C=C\C/C=C\CC1C(O1)C/C=C\C/C=C\C/C=C\CCC(=O)[O-]
"16,17-Epoxy-(4Z,7Z,10Z,13Z,19Z)-Docosapentaenoate",122391342,,,C22H31O3-,CC/C=C\CC1C(O1)C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-]
"19,20-Epoxy-(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoate",122391341,,,C22H31O3-,CCC1C(O1)C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)[O-]
"(18R)-Hydroxy-(5Z,8Z,11Z,14Z)-Eicosatetraenoate",25321064,,,C20H31O3-,CC[C@H](CC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])O
"10,11-Epoxy-(7Z,13Z,16Z,19Z)-Docosatetraenoate",122391350,,,C22H33O3-,CC/C=C\C/C=C\C/C=C\CC1C(O1)C/C=C\CCCCCC(=O)[O-]
"13,14-Epoxy-(7Z,10Z,16Z,19Z)-Docosatetraenoate",122391348,,,C22H33O3-,CC/C=C\C/C=C\CC1C(O1)C/C=C\C/C=C\CCCCCC(=O)[O-]
"16,17-Epoxy-(7Z,10Z,13Z,19Z)-Docosatetraenoate",122391346,,,C22H33O3-,CC/C=C\CC1C(O1)C/C=C\C/C=C\C/C=C\CCCCCC(=O)[O-]
"19,20-Epoxy-(7Z,10Z,13Z,16Z)-Docosatetraenoate",122391345,,,C22H33O3-,CCC1C(O1)C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)[O-]
19-Hydroxyprostaglandin H1,102571762,,,C20H34O6,CC(CCC[C@@H](/C=C/[C@H]1[C@H]2C[C@@H]([C@@H]1CCCCCCC(=O)O)OO2)O)O
19-Hydroxyprostaglandin H2,56927874,,,C20H32O6,CC(CCC[C@@H](/C=C/[C@H]1[C@H]2C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)OO2)O)O
19-Hydroxy-Prostaglandin I2,129626826,,,C20H31O6-,CC(CCC[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)[O-])/O2)O)O)O
(3Beta)-Hydroxy-Cholest-5-En-26-Oate,86583417,,,C27H43O3-,C[C@H](CCCC(C)C(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
3-Methoxymorphinan,5484286,,,C17H23NO,COC1=CC2=C(C[C@@H]3[C@H]4[C@@]2(CCCC4)CCN3)C=C1
"(2E,6E)-Omega-Hydroxy-Farnesyl Diphosphate",86583470,,,C15H25O8P2-3,C/C(=C\CC/C(=C/COP(=O)([O-])OP(=O)([O-])[O-])/C)/CC/C=C(\C)/CO
"(2E,6E,10E)-Geranylgeranate",22447769,,,C20H31O2-,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/C(=O)[O-])/C)/C)/C)C
Omega-Hydroxy-15-Methyl-Hexadecanoate,86290129,,,C17H33O3-,CC(CCCCCCCCCCCCCC(=O)[O-])CO
"Omega-Hydroxy-3,7,11,15-Tetramethyl-Hexadecanoate",86290131,,,C20H39O3-,CC(CCCC(C)CCCC(C)CO)CCCC(C)CC(=O)[O-]
Mycocyclosin,59053147,,,C18H16N2O4,C1[C@H]2C(=O)N[C@@H](CC3=CC(=C(C=C3)O)C4=C(C=CC1=C4)O)C(=O)N2
Cyclodityrosine,192816,,,C18H18N2O4,C1=CC(=CC=C1CC2C(=O)NC(C(=O)N2)CC3=CC=C(C=C3)O)O
"4Alpha-Methyl-5Alpha-Ergosta-8,14,24(28)-Trien-3Beta-Ol",443237,,,C29H46O,C[C@H]1[C@@H]2CCC3=C([C@]2(CC[C@@H]1O)C)CC[C@]4(C3=CC[C@@H]4[C@H](C)CCC(=C)C(C)C)C
"4,4-Dimethyl-8,14-Cholestadien-3Beta-Ol",167817,,,C29H48O,C[C@H](CCCC(C)C)[C@H]1CC=C2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4(C)C)O)C)C
Erythronolide B,441113,,,C21H38O7,CC[C@@H]1[C@@H]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O)C)O)(C)O)C)C)O)C
Versicolorin A,638297,,,C18H10O7,C1=CO[C@H]2[C@@H]1C3=C(O2)C=C4C(=C3O)C(=O)C5=C(C4=O)C=C(C=C5O)O
"(25R)-3Beta,4Beta-Dihydroxycholest-5-En-26-Oate",91825747,,,C27H43O4-,C[C@H](CCC[C@@H](C)C(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H]([C@@H]4O)O)C)C
(25R)-3Beta-Hydroxy-5-Cholestenoate,40579072,,,C27H43O3-,C[C@H](CCC[C@@H](C)C(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C
(25R)-3Beta-Hydroxycholest-5-En-7-One-26-Oate,91828282,,,C27H41O4-,C[C@H](CCC[C@@H](C)C(=O)[O-])[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C=C4[C@@]3(CC[C@@H](C4)O)C)C
(25R)-26-Hydroxycholestanol,102574038,,,C27H48O2,C[C@H](CCC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C)CO
(E)-4-Coumarate,54708745,,,C9H7O3-,C1=CC(=CC=C1/C=C/C(=O)O)[O-]
Secoxyloganin,162868,,,C17H24O11,COC(=O)C1=CO[C@H]([C@@H]([C@@H]1CC(=O)O)C=C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O
15Beta-Hydroxyprogesterone,23239834,,,C21H30O3,CC(=O)[C@H]1C[C@H]([C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)O
Homogentisate,780,,,C8H8O4,C1=CC(=C(C=C1O)CC(=O)O)O
"2,4,5-Trihydroxyphenylacetate",129626790,,,C8H7O5-,C1=C(C(=CC(=C1O)O)O)CC(=O)[O-]
"(1S)-1,23,25-Trihydroxy-24-Oxocalciol",10478755,,,C27H42O5,C[C@H](CC(C(=O)C(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
Calcitroate,45266736,,,C23H33O4-,C[C@H](CC(=O)[O-])[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
"20S,23,25-Trihydroxycholecalciferol",88994789,,,C27H44O4,C[C@]12CCC/C(=C\C=C/3\C[C@H](CCC3=C)O)/[C@@H]1CC[C@@H]2[C@](C)(CC(CC(C)(C)O)O)O
"20S,25-Dihydroxycholecalciferol",88994672,,,C27H44O3,C[C@]12CCC/C(=C\C=C/3\C[C@H](CCC3=C)O)/[C@@H]1CC[C@@H]2[C@](C)(CCCC(C)(C)O)O
"20S,24R-Dihydroxycholecalciferol",118796927,,,C27H44O3,CC(C)[C@@H](CC[C@@](C)([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C)O)O
"23S,25-Dihydroxy-24-Oxocholecalciferol",5283704,,,C27H42O4,C[C@H](C[C@@H](C(=O)C(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
"1Alpha,23S,25-Trihydroxycholecalciferol",9547450,,,C27H44O4,C[C@H](C[C@@H](CC(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
"(23S)-23,25-Dihydroxycalciol",5283747,,,C27H44O3,C[C@H](C[C@@H](CC(C)(C)O)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C
"(12R),18-Dihydroxy-(9Z)-Octadecenoate",118796922,,,C18H33O4-,C(CCC/C=C\C[C@@H](CCCCCCO)O)CCCC(=O)[O-]
"20-Hydroxy-11,12-Epoxy-(5Z,8Z,14Z)-Eicosatrienoate",129626662,,,C20H31O4-,C(CC/C=C\CC1C(O1)C/C=C\C/C=C\CCCC(=O)[O-])CCO
"20-Hydroxy-14,15-Epoxy-(5Z,8Z,11Z)-Eicosatrienoate",129626664,,,C20H31O4-,C(CCC1C(O1)C/C=C\C/C=C\C/C=C\CCCC(=O)[O-])CCO
20-Carboxy-Leukotriene B4,5280877,,,C20H30O6,C(CCC(=O)O)C/C=C\C[C@H](/C=C/C=C/C=C\[C@H](CCCC(=O)O)O)O
"5,20-Dihydroxy-(6E,8Z,11Z,14Z,17Z)-Eicosapentaenoate",118796923,,,C20H29O4-,C(CC(/C=C/C=C\C/C=C\C/C=C\C/C=C\CCO)O)CC(=O)[O-]
"18-Hydroxy-9,10-Epoxy-Octadecanoate",25245732,,,C18H33O4-,C(CCCCO)CCCC1C(O1)CCCCCCCC(=O)[O-]
20-Hydroxy-Lipoxin B4,6443680,,,C20H32O6,C(CC[C@@H]([C@@H](/C=C/C=C/C=C\C=C\[C@H](CCCC(=O)O)O)O)O)CCO
"20S,23,24-Trihydroxycholecalciferol",88994736,,,C27H44O4,CC(C)C(C(C[C@@](C)([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C)O)O)O
"20S,24S-Dihydroxycholecalciferol",118796928,,,C27H44O3,CC(C)[C@H](CC[C@@](C)([C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](CCC3=C)O)C)O)O
Monacolin J Carboxylate,29918871,,,C19H29O5-,C[C@@H]1C[C@@H]([C@@H]2[C@H]([C@H](C=CC2=C1)C)CC[C@H](C[C@H](CC(=O)[O-])O)O)O
"9Beta-Pimara-7,15-Diene-3Beta-Ol",53375327,,,C20H32O,C[C@]1(CC[C@@H]2C(=CC[C@@H]3[C@@]2(CC[C@@H](C3(C)C)O)C)C1)C=C
"9Beta-Pimara-7,15-Dien-19-Oate",56927945,,,C20H29O2-,C[C@]1(CC[C@@H]2C(=CC[C@@H]3[C@@]2(CCC[C@]3(C)C(=O)[O-])C)C1)C=C
Betaenone B,158750,,,C21H36O5,CC[C@@H](C)[C@@H]1[C@]([C@H]2[C@@H](C[C@@](C[C@@H]2C(=O)[C@@]1(C)O)(C)O)C)(C)C(=O)CCO
Stemphyloxin Ii,139291705,,,C21H34O6,CC[C@@H](CO)[C@@H]1[C@]2([C@H]3[C@@H](C[C@@](C[C@@H]3[C@@]([C@@]1(C)O)(/C(=C/O)/C2=O)O)(C)O)C)C
Stemphyloxin I,6440666,,,C21H34O6,CC[C@@H](CO)[C@@H]1[C@]([C@H]2[C@@H](C[C@@](C[C@@H]2C(=O)[C@@]1(C)O)(C)O)C)(C)C(=O)/C=C\O
14-Apo-Arabidiol,134820191,,,C19H32O2,CC(=O)[C@@H]1CC[C@H]2[C@]1(CC[C@@H]3[C@@]2(CC[C@@H](C3(C)C)O)C)C
"(1°‰S,5°‰S)-5°‰-Hydroxyaverantin",25203397,,,C20H20O8,C[C@@H](CCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O)O)O
"(1°‰S,5°‰R)-5°‰-Hydroxyaverantin",25201116,,,C20H20O8,C[C@H](CCC[C@@H](C1=C(C=C2C(=C1O)C(=O)C3=C(C2=O)C=C(C=C3O)O)O)O)O
Hyoscyamine Aldehyde,145865034,,,C17H22NO3+,C[NH+]1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(C=O)C3=CC=CC=C3
(+)-Artemisinate,52940136,,,C15H21O2-,C[C@@H]1CC[C@H]([C@@H]2[C@H]1CCC(=C2)C)C(=C)C(=O)[O-]
1-Adamantanol,64152,,,C10H16O,C1C2CC3CC1CC(C2)(C3)O
5-Exo-Hydroxycamphor,447414,,,C10H16O2,C[C@@]12C[C@H]([C@@H](C1(C)C)CC2=O)O
2-Methyl-2-Pentanol,11543,,,C6H14O,CCCC(C)(C)O
"1,8-Octanediol",69420,,,C8H18O2,C(CCCCO)CCCO
Gypsogenate,25200390,,,C30H44O5-2,C[C@]12CC[C@@H]([C@@](C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(CC5)(C)C)C(=O)[O-])C)C)(C)C(=O)[O-])O
Nornicotine,412,,,C9H12N2,C1CC(NC1)C2=CN=CC=C2
"22(R),23(R)-Dihydroxycampest-4-En-3-One",52931381,,,C28H46O3,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O
3-Dehydroteasterone,14353979,,,C28H46O4,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC(=O)[C@@H]4[C@@]3(CCC(=O)C4)C)C)[C@H]([C@@H]([C@@H](C)C(C)C)O)O
All-Trans-3-Hydroxyretinol,6505649,,,C20H30O2,CC1=C(C(CC(C1)O)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
All-Trans-4-Hydroxyretinol,6080476,,,C20H30O2,CC1=C(C(CCC1O)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
Pyren-1-Ol,21387,,,C16H10O,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)O
P-Hydroxybenzyl Alcohol,125,,,C7H8O2,C1=CC(=CC=C1CO)O
DIBOA,28495,,,C8H7NO4,C1=CC=C2C(=C1)N(C(=O)C(O2)O)O
Mycinamicin I,6447308,,,C37H61NO12,CC[C@@H]1[C@H](C2C(O2)/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](/C=C/C(=O)O1)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)C)C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC
Mycinamicin Ii,49787022,,,C37H61NO13,CC[C@@H]1[C@]([C@@H]2[C@H](O2)/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](/C=C/C(=O)O1)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)C)C)(CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC)O
(6E)-8-Oxolinalool,15276226,,,C10H16O2,C/C(=C\CCC(C)(C=C)O)/C=O
Pravastatin,54687,,,C23H36O7,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)O
Pravastatin Sodium,16759173,,,C23H35NaO7,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)[O-])O)O)O.[Na+]
Carminomycin,443831,,,C26H27NO10,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)O)O)(C(=O)C)O)N)O
22-Hydroxy-Cholesterol,54294140,,,C27H46O2,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CCC(C4)O)C)C)C(CCC(C)C)O
(2S)-2-Hydroxyeriodictyol,134716708,,,C15H12O7,C1C(=O)C2=C(C=C(C=C2O[C@@]1(C3=CC(=C(C=C3)O)O)O)O)O
1-Hexadecanol,2682,,,C16H34O,CCCCCCCCCCCCCCCCO
(S)-2-Decanol,637571,,,C10H22O,CCCCCCCC[C@H](C)O
(S)-2-Heptanol,2724897,,,C7H16O,CCCCC[C@H](C)O
(S)-2-Octanol,2723888,,,C8H18O,CCCCCC[C@H](C)O
(S)-2-Nonanol,11094753,,,C9H20O,CCCCCCC[C@H](C)O
"(24S,25)-Epoxy-7Alpha-Hydroxycholesterol",10549853,,,C27H44O3,C[C@H](CC[C@H]1C(O1)(C)C)[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3[C@@H](C=C5[C@@]4(CC[C@@H](C5)O)C)O)C
"(22R,7Alpha)-Dihydroxycholesterol",128674,,,C27H46O3,C[C@@H]([C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C=C4[C@@]3(CC[C@@H](C4)O)C)O)C)[C@@H](CCC(C)C)O
6Beta-Hydroxylithocholate,5283821,,,C24H40O4,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@H]([C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
1-Undecanol,8184,,,C11H24O,CCCCCCCCCCCO
P-Cumic Alcohol,325,,,C10H14O,CC(C)C1=CC=C(C=C1)CO
2-Methyl-1-Octanol,102495,,,C9H20O,CCCCCCC(C)CO
"Ent-11Beta-Hydroxycassa-12,15-Diene",56927994,,,C20H32O,C[C@H]1[C@H]2CC[C@H]3[C@]([C@@H]2[C@@H](C=C1C=C)O)(CCCC3(C)C)C
"(1S,6R)-Isopiperitenol",439410,,,C10H16O,CC1=C[C@@H]([C@H](CC1)C(=C)C)O
"N,N-dihydroxy-L-isoleucine",49852350,,,C6H13NO4,CC[C@H](C)[C@@H](C(=O)O)N(O)O
(E)-2-methylpropanal oxime,5324282,,,C4H9NO,CC(C)/C=N/O
"N,N-dihydroxy-L-valine",25202133,,,C5H11NO4,CC(C)[C@@H](C(=O)O)N(O)O
"2alpha,7beta-dihydroxytaxusin",163358868,,,C28H40O10,CC1=C2[C@H]([C@@H]([C@@]3([C@H](C[C@@H](C(=C)[C@H]3[C@@H]([C@@H](C2(C)C)C[C@@H]1OC(=O)C)O)OC(=O)C)O)C)OC(=O)C)OC(=O)C
Caffeic Acid,689043,,,C9H8O4,C1=CC(=C(C=C1/C=C/C(=O)O)O)O
Omega-Hydroxy-Triacontanoate,71768153,,,C30H59O3-,C(CCCCCCCCCCCCCCC(=O)[O-])CCCCCCCCCCCCCCO
an omega-hydroxy-ultra-long-chain fatty acid,85346891,,,C2H3O3R-,OC*C([O-])=O
Juvenile Hormone Iii,5281523,,,C16H26O3,C/C(=C\CC/C(=C/C(=O)OC)/C)/CC[C@@H]1C(O1)(C)C
Calycosin,5280448,,,C16H12O5,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O
2°‰-Hydroxyformononetin,5280551,,,C16H12O5,COC1=CC(=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O
Oryzalexin D,86289489,,,C20H32O2,C[C@]1(CC[C@@H]2C(=C1)[C@H](C[C@H]3[C@]2(CC[C@H](C3(C)C)O)C)O)C=C
Oryzalexin E,86289490,,,C20H32O2,C[C@]1(CC[C@@]2(C(=C1)CC[C@H]3[C@]2(CC[C@H](C3(C)C)O)C)O)C=C
"Ent-3Beta-Hydroxycassa-12,15-Dien-2-One",131801252,,,C20H30O2,C[C@H]1[C@H]2CC[C@H]3[C@]([C@@H]2CC=C1C=C)(CC(=O)[C@H](C3(C)C)O)C
7-Hydroxydodecanoate,90659904,,,C12H23O3-,CCCCCC(CCCCCC(=O)[O-])O
"3Beta-Hydroxy-9Beta-Pimara-7,15-Dien-19,6Beta-Olide",21596475,,,C20H28O3,C[C@]1(CC[C@@H]2C(=C[C@@H]3[C@@H]4[C@@]2(CC[C@@H]([C@@]4(C(=O)O3)C)O)C)C1)C=C
Gibberellin A1,5280379,,,C19H24O6,C[C@@]12[C@H](CC[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
"2-Oxo-N-[(5Z,8Z,11Z,14Z)-Eicosatetraenoyl]-Serotonin",121225536,,,C30H42N2O3,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCCC1C2=C(C=CC(=C2)O)NC1=O
Pentalenate,70678937,,,C15H21O3-,C[C@@H]1CC[C@@H]2[C@]13CC([C@@H]([C@H]3C=C2C(=O)[O-])O)(C)C
Pentalen-13-Al,56927808,,,C15H22O,C[C@@H]1CC[C@@H]2[C@]13CC(C[C@H]3C=C2C=O)(C)C
"2,7-Dihydroxy-5-Methyl-1-Naphthoate",86289503,,,C12H9O4-,CC1=CC(=CC2=C1C=CC(=C2C(=O)O)[O-])O
"10Beta,14Beta-Dihydroxytaxa-4(20),11-Dien-5Alpha-Yl Acetate",5321779,,,C22H34O4,CC1=C2[C@H](C[C@@]3(CC[C@@H](C(=C)[C@H]3C[C@@H](C2(C)C)[C@H](C1)O)OC(=O)C)C)O
8-Hydroxydodecanoate,155802527,,,C12H23O3-,CCCCC(CCCCCCC(=O)[O-])O
10-Hydroxydodecanoate,148244558,,,C12H23O3-,CCC(CCCCCCCCC(=O)[O-])O
9-Hydroxydodecanoate,148241338,,,C12H23O3-,CCCC(CCCCCCCC(=O)[O-])O
11-Hydroxytetradecanoate,155802572,,,C14H27O3-,CCCC(CCCCCCCCCC(=O)[O-])O
12-Hydroxytetradecanoate,155802571,,,C14H27O3-,CCC(CCCCCCCCCCC(=O)[O-])O
10-Hydroxytetradecanoate,155802570,,,C14H27O3-,CCCCC(CCCCCCCCC(=O)[O-])O
9-Hydroxytetradecanoate,154240080,,,C14H27O3-,CCCCCC(CCCCCCCC(=O)[O-])O
Rosmarinic Acid,5281792,,,C18H16O8,C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O
"(10Z,15Z)-12-Oxophytodienoate",45266620,,,C18H27O3-,CC/C=C\C[C@H]1[C@H](C=CC1=O)CCCCCCCC(=O)[O-]
1-[11-Hydroxy-(9Z)-Octadecenoyl]-Sn-Glycero-3-Phosphocholine,121225544,,,C26H52NO8P,CCCCCCCC(/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O)O
